participant,session,date,expName,psychopyVersion,OS,frameRate,keyResp.keys,keyResp.corr,keyResp.rt,keyResp.duration,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,trialRespTimes,moveOnKeys.keys,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,moveOnKeys.rt,moveOnKeys.duration,key_resp.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,ExptLoop.thisRepN,ExptLoop.thisTrialN,ExptLoop.thisN,ExptLoop.thisIndex,ExptLoop.ran
,001,2024-02-08_12h47.51.445,choiceRTT,2023.1.3,MacIntel,30.3030303,c,1,1.645,,,,,,,,,0.545,,,,,,,1.1,images/target_cross.jpg,,,,,,,,,0,6,6,0,1
,001,2024-02-08_12h47.51.445,choiceRTT,2023.1.3,MacIntel,30.3030303,c,1,2.731,,,,,,,,,1.231,,,,,,,1.5,images/target_cross.jpg,,,,,,,,,0,7,7,6,1
,001,2024-02-08_12h47.51.445,choiceRTT,2023.1.3,MacIntel,30.3030303,c,1,1.888,,,,,,,,,0.588,,,,,,,1.3,images/target_cross.jpg,,,,,,,,,0,8,8,3,1
,001,2024-02-08_12h47.51.445,choiceRTT,2023.1.3,MacIntel,30.3030303,v,1,2.038,,,,,,,,,0.538,,,,,,,1.5,images/target_square.jpg,,,,,,,,,1,0,9,2,1
,001,2024-02-08_12h47.51.445,choiceRTT,2023.1.3,MacIntel,30.3030303,c,1,1.825,,,,,,,,,0.525,,,,,,,1.3,images/target_cross.jpg,,,,,,,,,1,1,10,3,1
,001,2024-02-08_12h47.51.445,choiceRTT,2023.1.3,MacIntel,30.3030303,b,1,1.654,,,,,,,,,0.354,,,,,,,1.3,images/target_plus.jpg,,,,,,,,,1,2,11,1,1
,001,2024-02-08_12h47.51.445,choiceRTT,2023.1.3,MacIntel,30.3030303,c,1,2.192,,,,,,,,,0.692,,,,,,,1.5,images/target_cross.jpg,,,,,,,,,1,3,12,6,1
,001,2024-02-08_12h47.51.445,choiceRTT,2023.1.3,MacIntel,30.3030303,b,1,1.67,,,,,,,,,0.57,,,,,,,1.1,images/target_plus.jpg,,,,,,,,,1,4,13,7,1
,001,2024-02-08_12h47.51.445,choiceRTT,2023.1.3,MacIntel,30.3030303,b,0,1.609,,,,,,,,,0.509,,,,,,,1.1,images/target_cross.jpg,,,,,,,,,1,5,14,0,1
,001,2024-02-08_12h47.51.445,choiceRTT,2023.1.3,MacIntel,30.3030303,v,1,1.746,,,,,,,,,0.646,,,,,,,1.1,images/target_square.jpg,,,,,,,,,1,6,15,5,1
,001,2024-02-08_12h47.51.445,choiceRTT,2023.1.3,MacIntel,30.3030303,b,1,2.087,,,,,,,,,0.587,,,,,,,1.5,images/target_plus.jpg,,,,,,,,,1,7,16,4,1
,001,2024-02-08_12h47.51.445,choiceRTT,2023.1.3,MacIntel,30.3030303,b,0,0.17,,,,,,,,,-1.13,,,,,,,1.3,images/target_square.jpg,,,,,,,,,1,8,17,8,1
,001,2024-02-08_12h47.51.445,choiceRTT,2023.1.3,MacIntel,30.3030303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
